gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_piscine,has_jardin,has_vue_mer,has_garage,has_meuble,has_terrasse,has_standing,has_cuisine_equip,has_climatisation,has_cheminee,has_vue_montagne,prix,image_url
1,0.1891,36.8665,10.1647,100.0,2.0,4.0,0.5,0.5305,2.0,43985.0,0.4218,1,1,1,0,0,0,0,0,1,1,0,0,0,0,850.0,https://www.bnb.tn/wp-content/uploads/2025/12/Messenger_creation_C83FFEC8-53B7-4324-8915-1D06E5507FE7-300x300.jpeg
3,0.4234,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,450000.0,https://www.bnb.tn/wp-content/uploads/2025/11/IMG-20251124-WA0036-300x300.jpg
16,0.4154,36.819,10.2358,300.0,4.0,5.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,750000.0,https://www.bnb.tn/wp-content/uploads/2025/06/thumb_1113370_property_xlarge-300x300.jpeg
23,0.0021,36.8769,10.3247,450.0,6.0,4.0,0.5,0.8015,2.0,2562.03,0.4136,1,1,1,1,0,0,0,1,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-78-300x300.jpg
14,0.3353,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,345000.0,https://www.bnb.tn/wp-content/uploads/2025/11/IMG_20251119_105207-300x300.jpg
16,0.5996,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,750000.0,https://www.bnb.tn/wp-content/uploads/2025/06/thumb_1113090_property_xlarge-300x300.jpeg
23,0.0043,36.819,10.2358,600.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,https://www.bnb.tn/wp-content/uploads/2025/11/Picture-86453624-23-1170x785-1-300x300.jpg
16,0.4154,36.819,10.2358,500.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,580000.0,https://www.bnb.tn/wp-content/uploads/2025/11/WhatsApp-Image-2024-12-19-at-9.17.01-AM-2-300x300.jpeg
1,0.1891,36.8665,10.1647,300.0,3.0,4.0,0.5,0.5305,2.0,43985.0,0.3944,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1111.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-57-300x300.jpg
16,0.4154,36.819,10.2358,250.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,650000.0,https://www.bnb.tn/wp-content/uploads/2025/11/2357b00c-0ff2-4a32-bd3b-bc8c28153147-300x300.jpeg
16,0.4154,36.819,10.2358,770.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1050000.0,https://www.bnb.tn/wp-content/uploads/2025/11/Are-you-searching-for-your-forever-home-300x300.jpg
23,1.0,36.844,10.192,300.0,4.0,4.0,0.5,0.3403,2.0,2562.03,0.3651,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2025/11/Picture-86361209-1-1170x785-1-300x300.jpg
16,0.4154,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2025/06/thumb_697527_property_xlarge-300x300.jpeg
14,0.2986,36.819,10.2358,140.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,560000.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-50-300x300.jpg
16,0.5996,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930000.0,https://www.bnb.tn/wp-content/uploads/2025/09/thumb_1173003_property_xlarge-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3777,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1750.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-20-300x300.jpeg
20,0.0004,35.8604,10.5953,94.0,2.0,4.0,0.5,0.3642,2.0,150620.48,0.4108,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1700.0,https://www.bnb.tn/wp-content/uploads/2025/11/2330b5cf3991d7568132c55962311156-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3979,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-42-300x300.jpg
20,0.0039,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1100000.0,https://www.bnb.tn/wp-content/uploads/2025/11/a9a4db12525cd31a1f08cdcd4ed1efaa-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3911,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-40-300x300.jpg
20,0.0039,36.8,10.1,300.0,4.0,4.0,0.5,0.5511,2.0,110184.0,0.3901,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6500.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-17-300x300.jpeg
20,0.0009,36.8,10.1,300.0,4.0,4.0,0.5,0.5543,2.0,110184.0,0.3933,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3600.0,https://www.bnb.tn/wp-content/uploads/2025/11/2-19-300x300.jpg
23,0.0027,36.819,10.2358,850.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-32-300x300.jpg
1,0.0028,36.8665,10.1647,250.0,3.0,4.0,0.5,0.5663,2.0,43985.0,0.394,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3600.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-15-300x300.jpeg
16,0.5996,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,370000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_664105_property_xlarge-300x300.jpeg
14,0.3353,36.819,10.2358,315.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1230000.0,https://www.bnb.tn/wp-content/uploads/2025/11/20251013_152129-300x300.jpg
14,0.2986,36.819,10.2358,120.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,1,0,0,0,0,400000.0,https://www.bnb.tn/wp-content/uploads/2025/11/06a97412-6896-4003-8c15-9dce938f237e-300x300.jpg
14,0.2986,36.819,10.2358,180.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,650000.0,https://www.bnb.tn/wp-content/uploads/2025/11/ad40bfe4-4749-4d3a-99a5-77b235ced1f3-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3839,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/11/1-300x300.jpg
1,0.0028,36.8665,10.1647,300.0,9.0,4.0,0.5,0.5663,2.0,43985.0,0.372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-60-300x300.jpeg
14,0.3353,36.819,10.2358,300.0,4.0,3.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,790000.0,https://www.bnb.tn/wp-content/uploads/2025/10/12-8-300x300.jpg
16,0.5996,36.4561,10.7376,300.0,4.0,4.0,0.5,0.4552,2.0,154974.0,0.3747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,470000.0,https://www.bnb.tn/wp-content/uploads/2026/01/ANNONCE-TERRAIN-3-300x300.jpeg
23,0.0021,36.8769,10.3247,120.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3766,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-86-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3822,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-74-300x300.jpg
23,0.0021,36.8769,10.3247,97.0,2.0,4.0,0.5,0.8015,2.0,2562.03,0.3869,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2600.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-69-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3803,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2800.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-65-300x300.jpg
23,0.0021,36.819,10.2358,350.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,1,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-60-300x300.jpg
23,0.0027,36.8528,10.3247,300.0,4.0,4.0,0.5,0.5388,2.0,2562.03,0.3754,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6500.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-58-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3828,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-54-300x300.jpg
23,0.0027,36.8528,10.3247,300.0,2.0,4.0,0.5,0.5388,2.0,2562.03,0.3887,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2000.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-38-300x300.jpeg
3,0.6396,36.8,10.1,150.0,4.0,4.0,0.5,0.5506,2.0,110184.0,0.4199,1,1,1,0,0,0,0,0,1,1,0,0,0,0,950.0,https://www.bnb.tn/wp-content/uploads/2025/10/image-300x300.jpg
1,0.0028,36.8665,10.1647,110.0,4.0,4.0,0.5,0.5663,2.0,43985.0,0.3748,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1200.0,https://www.bnb.tn/wp-content/uploads/2025/10/IMG_20251018_095009-300x300.jpg
23,0.0021,36.819,10.2358,260.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,600000.0,https://www.bnb.tn/wp-content/uploads/2025/10/IMG20250811102124-300x300.jpg
3,0.4234,35.8245,10.6346,220.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,340000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
1,0.1891,36.819,10.2358,240.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,0,0,0,0,0,0,970000.0,https://www.bnb.tn/wp-content/uploads/2025/10/AB30E907-9BFD-416A-BA0C-9791215423C0-300x300.jpeg
20,0.1333,35.8245,10.6346,130.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.4359,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1250.0,https://www.bnb.tn/wp-content/uploads/2025/08/IMG_1189-300x300.jpg
14,0.2986,36.819,10.2358,220.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,790000.0,https://www.bnb.tn/wp-content/uploads/2025/10/IMG_20250619_122729-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.447,1,1,1,1,0,0,0,0,0,1,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-12-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,2.0,4.0,0.5,0.8015,2.0,2562.03,0.4044,1,1,1,0,0,0,0,1,0,0,1,0,0,0,3300.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-13-300x300.jpeg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4083,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,https://www.bnb.tn/wp-content/uploads/2025/10/1-11-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,2.0,4.0,0.5,0.8015,2.0,2562.03,0.3848,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1900.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-74-300x300.jpg
23,0.2792,36.819,10.2358,150.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,195000.0,https://www.bnb.tn/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-03-a-10.11.13_9324bf9a-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3808,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-112-300x300.jpeg
1,0.0028,36.819,10.2358,400.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1200000.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-72-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.4161,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-67-300x300.jpg
23,0.0021,36.8769,10.3247,400.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3816,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-100-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.397,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3800.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-92-300x300.jpeg
20,0.5996,36.819,10.2358,373.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,750000.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-60-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,1.0,4.0,0.5,0.8015,2.0,2562.03,0.3889,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2000.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-82-300x300.jpeg
16,0.5996,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,790000.0,https://www.bnb.tn/wp-content/uploads/2024/11/thumb_447121_property_xlarge-300x300.jpeg
16,0.5996,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,850000.0,https://www.bnb.tn/wp-content/uploads/2024/12/thumb_971922_property_xlarge-300x300.jpeg
23,0.0045,36.819,10.1658,180.0,3.0,4.0,0.5,0.5649,2.0,2562.03,0.3765,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-76-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.4074,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-74-300x300.jpeg
23,0.0045,36.819,10.1658,300.0,6.0,4.0,0.5,0.5649,2.0,2562.03,0.3938,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-72-300x300.jpeg
23,0.0027,36.8528,10.3247,80.0,2.0,4.0,0.5,0.5388,2.0,2562.03,0.394,1,1,1,0,1,0,0,1,0,0,1,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-70-300x300.jpeg
20,0.1333,36.819,10.2358,800.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,1,0,1,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2025/09/IMG_4036-300x300.jpeg
23,0.0027,36.819,10.1658,100.0,2.0,4.0,0.5,0.5674,2.0,2562.03,0.4107,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1700.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-48-300x300.jpg
1,0.1891,36.819,10.2358,130.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,0,0,0,0,0,0,435000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-36-300x300.jpg
1,0.0028,36.819,10.2358,500.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-35-300x300.jpg
16,0.4154,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,690000.0,https://www.bnb.tn/wp-content/uploads/2025/05/thumb_1088362_property_xlarge-300x300.jpeg
23,1.0,36.819,10.2358,550.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1350000.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-28-300x300.jpg
16,0.5996,36.819,10.2358,300.0,4.0,5.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,690000.0,https://www.bnb.tn/wp-content/uploads/2025/06/thumb_293907_property_xlarge-300x300.jpeg
23,0.0021,36.819,10.1658,300.0,3.0,4.0,0.5,0.5572,2.0,2562.03,0.376,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-30-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,2.0,4.0,0.5,0.8015,2.0,2562.03,0.3895,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2000.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-16-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.397,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2200.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-32-300x300.jpeg
23,0.0027,36.8528,10.3247,300.0,5.0,4.0,0.5,0.5388,2.0,2562.03,0.3742,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-7-300x300.jpg
23,0.0021,36.819,10.1658,200.0,4.0,4.0,0.5,0.5572,2.0,2562.03,0.3902,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1500.0,https://www.bnb.tn/wp-content/uploads/2025/09/1-6-300x300.jpeg
23,0.0021,36.819,10.1658,300.0,3.0,4.0,0.5,0.5572,2.0,2562.03,0.3967,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-80-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,6.0,4.0,0.5,0.8015,2.0,2562.03,0.3734,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-60-300x300.jpg
23,0.0037,36.819,10.2358,400.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,680000.0,https://www.bnb.tn/wp-content/uploads/2025/08/426a7b14-e091-4432-b4e4-c4665ffd2437-300x300.jpeg
23,0.0041,36.91,10.29,300.0,4.0,4.0,0.5,0.5442,2.0,2562.03,0.407,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-66-300x300.jpeg
23,0.0041,36.91,10.29,120.0,2.0,4.0,0.5,0.5442,2.0,2562.03,0.414,1,1,1,1,0,0,0,0,0,0,1,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-49-300x300.jpg
23,0.0037,36.819,10.1658,300.0,3.0,4.0,0.5,0.6863,2.0,2562.03,0.3659,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2025/08/20250806_062008-1-300x300.jpg
23,0.0,36.819,10.1658,300.0,2.0,4.0,0.5,0.5524,2.0,2562.03,0.3888,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1350.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-50-300x300.jpeg
23,0.0,36.819,10.1658,300.0,2.0,4.0,0.5,0.5524,2.0,2562.03,0.3884,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-48-300x300.jpeg
16,0.4154,36.4561,10.7376,280.0,4.0,4.0,0.5,0.4454,2.0,154974.0,0.4108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,700.0,https://www.bnb.tn/wp-content/uploads/2025/07/IMG_20250725_123032_392-300x300.jpg
23,0.0045,36.819,10.1658,140.0,4.0,4.0,0.5,0.5649,2.0,2562.03,0.4106,1,1,1,0,0,0,0,0,1,0,1,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-44-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,6.0,4.0,0.5,0.8015,2.0,2562.03,0.3812,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-42-300x300.jpeg
1,0.0028,36.8665,10.1647,450.0,6.0,4.0,0.5,0.5663,2.0,43985.0,0.3739,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-6-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3824,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-2-300x300.jpg
1,0.1891,36.8665,10.1647,180.0,3.0,4.0,0.5,0.5305,2.0,43985.0,0.3958,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1750.0,https://www.bnb.tn/wp-content/uploads/2025/07/20250627_172352-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3875,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2300.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-18-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,0.0,4.0,0.5,0.8015,2.0,2562.03,0.3885,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1200.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-16-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,1.0,4.0,0.5,0.8015,2.0,2562.03,0.3974,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1300.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-14-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3942,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2300.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-12-300x300.jpeg
3,0.4234,36.7533,10.2283,150.0,4.0,4.0,0.5,0.4302,2.0,114262.5,0.4051,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2025/08/IMG-20250719-WA0004-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,2.0,4.0,0.5,0.8015,2.0,2562.03,0.3942,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-8-300x300.jpeg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4127,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6500.0,https://www.bnb.tn/wp-content/uploads/2025/08/1-4-300x300.jpeg
12,0.4234,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,1,0,0,0,0,0,0,0,0,898500.0,https://www.bnb.tn/wp-content/uploads/2025/07/annonce-terrain3-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.4052,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2025/07/1-2-300x300.png
23,0.0021,36.8769,10.3247,300.0,6.0,4.0,0.5,0.8015,2.0,2562.03,0.392,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/07/1-88-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3982,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2100.0,https://www.bnb.tn/wp-content/uploads/2025/07/1-99-300x300.jpeg
1,0.0028,36.8665,10.1647,300.0,2.0,4.0,0.5,0.5663,2.0,43985.0,0.3706,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2025/07/1-77-300x300.jpeg
3,0.4234,36.819,10.2358,125.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,530000.0,https://www.bnb.tn/wp-content/uploads/2026/01/1-68-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.4278,1,1,1,1,1,0,0,0,0,0,1,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2025/07/WhatsApp-Image-2025-07-16-at-10.09.20-PM-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3949,1,1,1,0,0,1,0,0,0,0,1,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2025/07/WhatsApp-Image-2025-07-16-at-10.08.43-PM-300x300.jpeg
23,0.0013,36.819,10.1658,300.0,2.0,4.0,0.5,0.5515,2.0,2562.03,0.3789,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2025/07/1-60-300x300.jpeg
14,0.3353,36.819,10.2358,215.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,750000.0,https://www.bnb.tn/wp-content/uploads/2025/07/20250705_145611-300x300.jpg
14,0.3353,36.819,10.2358,210.0,4.0,5.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,1,0,1,0,0,0,0,660000.0,https://www.bnb.tn/wp-content/uploads/2023/10/Capture-d_ecran-2023-08-06-035328-300x300.jpg
