description,image,localisation,meta_Garages,meta_Lits,meta_Salles de bain,meta_Surface,prix,prix_montant,slug,titre,url
A louer un appartement s+2 haut standing jamais habité à ain Zaghouan nord Il se compose comme suite: -Salon avec terrasse -Cuisine équipée -Salle d’eau invité -Salle de bain -Deux chambres avec dressing et une…,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg,Location à Ain Zaghouan,,2,2,130,"2,200 TND",2200,appartement-s2-neuf-ain-zaghouen-nord,Appartement S+2 neuf Ain Zaghouen Nord,https://www.bnb.tn/properties/appartement-s2-neuf-ain-zaghouen-nord/
Un appartement S+2 à louer au 1ere étage dans une résidence calme et sécurisé Salon avec balcon Cuisine équipée avec séchoir Partie nuit : 2 chambres a coucher avec des dressings Salle de bain commune…,https://www.bnb.tn/wp-content/uploads/2026/02/2-16-300x300.jpg,Location à Berges du Lac,,2,1,100,"1,800 TND",1800,un-appartement-s2-a-louer-au-lac-agence-la-mediterranee,Appartement S+2 au lac 2,https://www.bnb.tn/properties/un-appartement-s2-a-louer-au-lac-agence-la-mediterranee/
Un appartement S+2 à louer au 2eme étage dans une résidence calme et sécurisé Salon avec balcon Cuisine équipée avec séchoir Partie nuit : 2 chambres a coucher avec des dressings Salle de bain commune…,https://www.bnb.tn/wp-content/uploads/2026/02/1-16-300x300.jpg,Location à Berges du Lac,,2,1,73,"1,800 TND",1800,appartement-s2-au-lac-2,Appartement S+2 au lac 2,https://www.bnb.tn/properties/appartement-s2-au-lac-2/
"L’agence immobilière Good Life vous propose à la location un dépôt situé à La Zone Industrielle de Sidi Daoud, La Marsa, à proximité du kiosque Shell. Caractéristiques : – Superficie : 250 m² – Hauteur…",https://www.bnb.tn/wp-content/uploads/2026/02/1-13-300x300.jpg,Location à Sidi Daoud,,,,,"3,500 TND",3500,depot-a-sidi-daoud,Dépôt à Sidi Daoud,https://www.bnb.tn/properties/depot-a-sidi-daoud/
"L’agence immobilière good life vous propose à la location un appartement S+1 à Ain Zaghouan Nord. Composition : – Salon avec balcon – Cuisine moderne équipée (réfrigérateur encastré, plaque, hotte) – Salle de douche –…",https://www.bnb.tn/wp-content/uploads/2026/02/1-12-300x300.jpg,Location à Ain Zaghouan,,,1,60,"1,200 TND",1200,s1-jamais-habite-a-ain-zaghouan-nord,S+1 Jamais Habité à Ain Zaghouan Nord,https://www.bnb.tn/properties/s1-jamais-habite-a-ain-zaghouan-nord/
"L’agence immobilière Good Life vous propose à la location un appartement S+2, situé au 1er étage d’une résidence située à la Zone Industrielle de Sidi Daoud, La Marsa. Composition : – Un salon lumineux avec…",https://www.bnb.tn/wp-content/uploads/2026/02/1-11-300x300.jpg,Location à Sidi Daoud,,,1,125,"1,350 TND",1350,s2-a-sidi-daoud,S+2 à Sidi Daoud,https://www.bnb.tn/properties/s2-a-sidi-daoud/
La croisette immobilière Tunisie vous propose à la location un appartement S+2 occupant le deuxième étage d’une résidence gardée située dans un quartier résidentiel proche de la plage et de toutes commodités à La Marsa.…,https://www.bnb.tn/wp-content/uploads/2026/01/1-7-300x300.jpeg,Location à La Marsa,,,1,,"2,600 TND",2600,appartement-s2-vue-sur-mer-a-la-marsa-mal2072,Appartement S2 vue sur mer à La Marsa MAL2072,https://www.bnb.tn/properties/appartement-s2-vue-sur-mer-a-la-marsa-mal2072/
"L’agence immobilière Good Life vous propose à la location un appartement S+2, situé au 2ème étage d’une résidence située à la Zone Industrielle de Sidi Daoud, La Marsa. Il se compose de : – Un…",https://www.bnb.tn/wp-content/uploads/2026/02/1-10-300x300.jpg,Location à Sidi Daoud,,,1,110,"1,250 TND",1250,s2-a-la-zi-de-sidi-daoud,S+2 à la ZI de Sidi Daoud,https://www.bnb.tn/properties/s2-a-la-zi-de-sidi-daoud/
"L’agence immobilière Good Life vous propose à la location un appartement de type S+1, situé au rez-de-chaussée, avec garage privatif, situé à la Zone Industrielle de Sidi Daoud, La Marsa. Il se compose de :…",https://www.bnb.tn/wp-content/uploads/2026/02/1-8-300x300.jpg,Location à Sidi Daoud,,,1,90,900 TND,900,s1-au-rez-de-chaussee-a-la-zi-sidi-daoud,S+1 au Rez-de-Chaussée à la ZI Sidi Daoud,https://www.bnb.tn/properties/s1-au-rez-de-chaussee-a-la-zi-sidi-daoud/
"L’agence immobilière Good Life vous propose à la location une magnifique villa avec piscine, idéalement située aux Berges du Lac 2. Composition de la villa : *Au rez-de-chaussée : – Un spacieux salon et une…",https://www.bnb.tn/wp-content/uploads/2026/02/1-7-300x300.jpg,Location à Berges du Lac,1,,4,450,"11,000 TND",11000,magnifique-villa-avec-piscine-au-lac-2,Magnifique Villa avec Piscine au Lac 2,https://www.bnb.tn/properties/magnifique-villa-avec-piscine-au-lac-2/
"L’agence immobilière Good Life met à votre disposition à la location un appartement neuf, vide en S2, situé à Ain Zaghouan Nord. Il se compose de : * Un salon lumineux avec balcon * Une…",https://www.bnb.tn/wp-content/uploads/2026/02/1-6-300x300.jpg,Location à Ain Zaghouan,1,,2,120,"2,100 TND",2100,s2-a-ain-zaghouan-nord,S+2 à Ain Zaghouan Nord,https://www.bnb.tn/properties/s2-a-ain-zaghouan-nord/
"La Croisette Immobilière Tunisie vous propose à la location un duplex S+3 situé dans un quartier résidentiel à Carthage . Ce dernier est composé comme suit : Au rez-de-chaussée : un grand salon-salle à manger,…",https://www.bnb.tn/wp-content/uploads/2026/02/1-23-300x300.jpeg,Location à Carthage,,,2,,"3,000 TND",3000,duplex-s3-avec-terrasse-a-carthage-mdl0703,Duplex S3 avec terrasse à Carthage MDL0703,https://www.bnb.tn/properties/duplex-s3-avec-terrasse-a-carthage-mdl0703/
"La Croisette Immobilière Tunisie vous propose à la location un appartement S+1 meublé occupant le troisième étage d’une résidence gardée à Ain Zaghouan El wahat. Ce dernier est composé d’un salon, d’une cuisine ouverte aménagée…",https://www.bnb.tn/wp-content/uploads/2026/02/1-21-300x300.jpeg,Location à Ain Zaghouan,,,1,,"1,300 TND",1300,appartement-s1-meuble-a-ain-zaghouan-el-wahat-mal2124,Appartement S1 meublé à Ain Zaghouan el Wahat MAL2124,https://www.bnb.tn/properties/appartement-s1-meuble-a-ain-zaghouan-el-wahat-mal2124/
"Location à l’année S+2 neuf avec parking Zone touristique Mahdia Agence EL HANA ORBI Une opportunité rare en location annuelle, située dans un secteur très recherché, idéale pour un cadre de vie confortable et durable.…",https://www.bnb.tn/wp-content/uploads/2026/02/DSC_8552-Copier-300x300.jpg,Location à Mahdia,01,,02,124,"1,400 TND",1400,s2-neuf-avec-parking-en-plein-zone-touristique-mahdia,S+2 neuf avec parking en plein zone touristique Mahdia,https://www.bnb.tn/properties/s2-neuf-avec-parking-en-plein-zone-touristique-mahdia/
Nouveauté à vendre Projet de résidence R+2 haut standing Beau de Mahdia Chaque appartement offre : – Un salon spacieux et lumineux ouvrant sur une terrasse – Deux chambres confortables – Une cuisine aménagée et…,https://www.bnb.tn/wp-content/uploads/2026/02/rz-monaco-s2-300x300.jpg,Vente à Mahdia,,,01,87.80,"348,000 TND",348000,s2-luxe-en-cours-de-construction-a-mahdia,S+2 luxe En Cours De Construction à Mahdia,https://www.bnb.tn/properties/s2-luxe-en-cours-de-construction-a-mahdia/
"Nouveauté à vendre S+2 neuf et haut standing Hiboune – Zone touristique Nous vous proposons à la vente un superbe appartement neuf de type S+2, situé dans un quartier calme et recherché de Hiboune –…",https://www.bnb.tn/wp-content/uploads/2026/02/DSC_8489-Copier-300x300.jpg,Vente à Mahdia,1,,1,100,"410,000 TND",410000,bien-neuf-avec-parking-sous-sol,Bien neuf avec parking sous sol,https://www.bnb.tn/properties/bien-neuf-avec-parking-sous-sol/
"Terrain de Promotion Immobilière R3 – Vue Mer à Nabeul L’agence immobilière ADAM vous propose une opportunité exceptionnelle : un terrain idéalement situé à seulement 1 minute de la plage de Nabeul, avec une magnifique…",https://www.bnb.tn/wp-content/uploads/2026/02/thumb_1271978_property_xlarge-300x300.jpeg,Vente à Nabeul,,,,,"8,188,000 TND",8188000,terrain-de-promotion-immobiliere-r3-nabeul,Terrain de Promotion Immobilière R3 – Nabeul,https://www.bnb.tn/properties/terrain-de-promotion-immobiliere-r3-nabeul/
Nouveauté Bien à vendre Zone touristique Mahdia – Chambres : 2 – Salon – Cuisine – Salle d’eau : 1 – En cours de construction – Parking – Ascenseur – 1er et 2e étage –…,https://www.bnb.tn/wp-content/uploads/2026/02/WhatsApp-Image-2025-07-17-a-12.43.41_87b013c1-Copier-300x300.jpg,Vente à Mahdia,,,1,109,"3,800 TND",3800,nouveau-projet-a-la-zone-touristique-mahdia,Nouveau projet à la zone touristique Mahdia,https://www.bnb.tn/properties/nouveau-projet-a-la-zone-touristique-mahdia/
coup de cœur nouveauté à vendre s plus 2 proche de la plage zone touristique Mahdia chambre parents avec suite chambre à coucher salon cuisine deux salles d’eau terrasse neuf parking ascenseur quatrième étage gardien…,https://www.bnb.tn/wp-content/uploads/2025/06/S2-sabrine-101-300x300.jpg,Vente à Mahdia,,,1,121,,,vendre-s2-haut-standing-et-directement-promoteur-a-mahdia,S+2 haut standing et directement promoteur à Mahdia,https://www.bnb.tn/properties/vendre-s2-haut-standing-et-directement-promoteur-a-mahdia/
La Croisette Immobilière Tunisie vous propose à la location un appartement S+2 occupant le deuxième étage d’une résidence privée située dans un quartier résidentiel à La Soukra. Ce dernier se compose d’un salon-salle à manger…,https://www.bnb.tn/wp-content/uploads/2026/02/1-19-300x300.jpeg,Location à Soukra,,,2,,"1,650 TND",1650,appartement-s2-a-la-soukra-mal2131,Appartement S2 à La Soukra MAL2131,https://www.bnb.tn/properties/appartement-s2-a-la-soukra-mal2131/
"Terrain industriel à vendre – Zone industrielle de Nabeul L’agence ADAM Immobilière vous propose une opportunité idéale pour la réalisation de projets industriels et logistiques, offrant un fort potentiel d’investissement à long terme. Emplacement stratégique…",https://www.bnb.tn/wp-content/uploads/2026/02/thumb_1271728_property_xlarge-300x300.jpeg,Vente à Nabeul,,,,,"3,000,000 TND",3000000,terrain-industriel-zone-industrielle-de-nabeul,Terrain Industriel – Zone Industrielle de Nabeul,https://www.bnb.tn/properties/terrain-industriel-zone-industrielle-de-nabeul/
Pour location appartement a Monastir s+2 vue sur mer en face hôtel palmier cartier chic a 5 min de l’aéroport de Monastir,https://www.bnb.tn/wp-content/uploads/2026/02/Screenshot_2025-12-09-13-27-53-06_be80aec1db9a2b53c9d399db0c602181-300x300.jpg,Location à Monastir,,2,2,,"1,200 TND",1200,appartement-a-monastir,Appartement à Monastir,https://www.bnb.tn/properties/appartement-a-monastir/
Pour location appartement a Monastir s+2 vue sur mer en face hôtel palmier cartier chic a 5 min de l’aéroport de Monastir.,https://www.bnb.tn/wp-content/uploads/2026/02/Screenshot_2025-12-09-13-27-53-06_be80aec1db9a2b53c9d399db0c602181-300x300.jpg,Location à Monastir,,2,2,,"1,200 TND",1200,appartement-s2-a-monastir-2,Appartement S+2 à Monastir,https://www.bnb.tn/properties/appartement-s2-a-monastir-2/
"Particulier met à la location un Appartement haut standing richement meublé d’une superficie de 140 m°, Salon +Salle à manger + Séjour + Cuisine équipée + 2 chambres à coucher + Salle de bain (Cabine…",https://www.bnb.tn/wp-content/uploads/2026/02/Screenshot_20260204_221242_com_schibsted_android_rocket_tayara_MainActivity_edit_1367178918745284-300x300.jpg,Location à El Menzah,1,,1,140,"2,200 TND",2200,appartement-haut-standing-meuble-a-el-menzah-9,Appartement haut standing meublé à EL Menzah 9,https://www.bnb.tn/properties/appartement-haut-standing-meuble-a-el-menzah-9/
La Croisette Immobilière Tunisie vous propose à la location un appartement S+4 occupant le troisième étage d’une résidence gardée aux Berges du Lac 2. Ce dernier est composé d’un salon-salle à manger donnant sur un…,https://www.bnb.tn/wp-content/uploads/2025/09/4-47-300x300.jpeg,Location à Berges du Lac,,,3,1,"4,000 TND",4000,appartement-s4-aux-berges-du-lac-2-zal1747,Appartement S4 aux Berges du Lac 2 ZAL1747,https://www.bnb.tn/properties/appartement-s4-aux-berges-du-lac-2-zal1747/
"Terrain à vendre – Cité Mora, Nabeul À vendre, terrain de forme carrée, idéalement situé à Cité Mora à Nabeul, dans un quartier résidentiel calme et très recherché. Superficie : 500 m² Vocation : Habitation…",https://www.bnb.tn/wp-content/uploads/2026/02/WhatsApp-Image-2026-02-03-at-14.55.26-300x300.jpeg,Vente à Nabeul,,,,,"400,000 TND",400000,terrain-cite-mora-nabeul,"Terrain Cité Mora, Nabeul",https://www.bnb.tn/properties/terrain-cite-mora-nabeul/
"La Croisette Immobilière Tunisie vous propose à la location un appartement S+4 occupant le premier étage d’une résidence gardée à L’aouina. Ce dernier est composé d’un salon, d’une cuisine aménagée et équipée attenante à une…",https://www.bnb.tn/wp-content/uploads/2026/02/1-15-300x300.jpeg,Location à El Aouina,,,3,,"2,000 TND",2000,appartement-s4-avec-terrasse-a-laouina-zal2126,Appartement S4 avec terrasse à L’Aouina ZAL2126,https://www.bnb.tn/properties/appartement-s4-avec-terrasse-a-laouina-zal2126/
"La Croisette Immobilière Tunisie vous propose à la location un appartement en S+4 occupant le rez-de-chaussée d’une résidence gardée à Ain Zaghouan nord Ce dernier est composé d’un salon donnant sur une terrasse , d’une…",https://www.bnb.tn/wp-content/uploads/2026/02/1.1-300x300.jpeg,Location à Ain Zaghouan,,,3,200,"3,500 TND",3500,rez-de-chaussee-s4-avec-jardin-a-ain-zaghouan-nord-mal3855,Rez-de-chaussée S4 avec jardin à Ain Zaghouan Nord MAL3855,https://www.bnb.tn/properties/rez-de-chaussee-s4-avec-jardin-a-ain-zaghouan-nord-mal3855/
"La Croisette Immobilière Tunisie vous propose à la location un appartement S+2 situé dans une résidence gardée à Ain Zaghouan Nord. Ce dernier est composé d’un salon donnant sur un balcon, d’une cuisine aménagée et…",https://www.bnb.tn/wp-content/uploads/2025/12/1-52-300x300.jpeg,Location à Ain Zaghouan,,,2,,"1,500 TND",1500,appartement-s2-a-ain-zaghouan-nord-zal2078,Appartement S2 à Ain Zaghouan Nord ZAL2078,https://www.bnb.tn/properties/appartement-s2-a-ain-zaghouan-nord-zal2078/
"La Croisette Immobilière Tunisie vous propose à la location un appartement S+1 meublé occupant le sixième étage d’une résidence gardée à Ain Zaghouan El wahat. Ce dernier est composé d’un salon, d’une cuisine ouverte aménagée…",https://www.bnb.tn/wp-content/uploads/2026/02/1-12-300x300.jpeg,Location à Ain Zaghouan,,,1,,"1,500 TND",1500,appartement-s1-meuble-a-ain-zaghouan-el-wahat-zal2129,Appartement S1 meublé à Ain Zaghouan El Wahat ZAL2129,https://www.bnb.tn/properties/appartement-s1-meuble-a-ain-zaghouan-el-wahat-zal2129/
"La Croisette Immobilière Tunisie vous propose à la location un appartement S+2 jamais habité d’une résidence gardées aux Jardins de Carthage. Ce dernier est composé d’un salon donnant sur un balcon, d’une cuisine aménagée et…",https://www.bnb.tn/wp-content/uploads/2025/12/1-92-300x300.jpeg,Location à Jardins de Carthage,,,1,,"2,500 TND",2500,appartement-s2-aux-jardins-de-carthage-mal2094,Appartement S2 aux Jardins de Carthage MAL2094,https://www.bnb.tn/properties/appartement-s2-aux-jardins-de-carthage-mal2094/
"La croisette immobilière Tunisie vous propose à la location un appartement en S+3 occupant le deuxième étage d’une résidence gardée à La Soukra. Ce dernier est composé d’un salon donnant sur un balcon, salle d’eau…",https://www.bnb.tn/wp-content/uploads/2026/02/1-4-300x300.jpg,Location à Soukra,,,2,,"2,000 TND",2000,appartement-s3-a-la-soukra-mal4346,Appartement S3 à La Soukra MAL4346,https://www.bnb.tn/properties/appartement-s3-a-la-soukra-mal4346/
La Croisette Immobilière Tunisie vous propose à la location un appartement S+2 meublé occupant le septième étage d’une résidence gardée aux Berges du Lac 2. Ce dernier est composé d’un salon salle à manger avec…,https://www.bnb.tn/wp-content/uploads/2026/02/1-10-300x300.jpeg,Location à Berges du Lac,,,2,120,"3,500 TND",3500,appartement-meuble-s2-vue-sur-mer-au-lac-2-zal2127,Appartement meublé S2 vue sur mer au Lac 2 ZAL2127,https://www.bnb.tn/properties/appartement-meuble-s2-vue-sur-mer-au-lac-2-zal2127/
"À VENDRE – Appartement S+1 avec Vue Mer à Mrezga L’Agence Immobilière ADAM vous propose à la vente un appartement S+1, situé dans une résidence moderne, sécurisée et gardée, disposant d’un ascenseur et d’une piscine…",https://www.bnb.tn/wp-content/uploads/2026/02/thumb_1270355_property_xlarge-300x300.jpeg,Vente à Nabeul,,1,1,73,"335,000 TND",335000,appartement-s1-vue-mer-a-mrezga,Appartement S+1 Vue Mer à Mrezga,https://www.bnb.tn/properties/appartement-s1-vue-mer-a-mrezga/
"A vendre dans le meilleur quartier de ouardia1, un étage de villa ( 4 cac spacieuses, salon – salle à manger, sdb, cuisine, 2 terrasses ), garage (30m²), chauffage central, climatisation et chauffe eau solaire…",https://www.bnb.tn/wp-content/uploads/2025/04/ETAGE-300x300.jpg,Vente à El Ouardia,1,,1,250,"350,000 TND",350000,etage-villa-s4-a-ouardia1-avec-garage30m%c2%b2-petit-jardin-2-terrasses-4-km-de-tunis,"Étage villa (s+4) à ouardia1 avec garage(30m²), petit jardin + 2 terrasses ( 4 km de Tunis )",https://www.bnb.tn/properties/etage-villa-s4-a-ouardia1-avec-garage30m%c2%b2-petit-jardin-2-terrasses-4-km-de-tunis/
