id;source;type_texte;numero;date_publication;date_jort;numero_jort;ministere;domaine_juridique;risque_conformite;obligations_legales;penalites_potentielles;textes_references;titre;type_operation;contenu_resume;acteurs;mots_cles;zone_geographique;superficie_m2;superficie_texte;titre_foncier;tpd;beneficiaire;destination;prix_cession_TND;double_marche_dinars_devises;investissement_etranger;logement_social;zone_industrielle;commission_pct_min;commission_pct_max;montant_TND_min;montant_TND_max;unite_tarif;negociable;gouvernorat_stats_logements_milliers;gouvernorat_pct_parc_national;gouvernorat_augmentation_nette_2014_2024_milliers;gouvernorat_taux_croissance_10ans_pct;gouvernorat_pression_immobiliere;taux_logements_occupes_pct;taux_branchement_electricite_pct;taux_branchement_eau_pct
"créancier aurait acquittées.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_droit_9;droits_reels;droit_obligation;;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
faire autoriser; par ordonnance sur requête; à faire vendre les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"objets donnés en gage.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_droit_10;droits_reels;droit_obligation;;;;;;Réglementation Générale;MOYEN;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les objets donnés en gage;" sans avoir à solliciter l'autorisation.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_droit_11;droits_reels;droit_obligation;;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et le lieu fixés pour la vente ainsi que la mise à prix s'il y en a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
une; au moins quarante huit heures à l'avance; le tout à peine de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"nullité de la vente.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_droit_12;droits_reels;droit_obligation;;;;;;Logement Social / Location;FAIBLE;Respect FPLS ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
débiteur; ou au tiers bailleur du gage; sauf les droits des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"créanciers gagistes postérieurs en rang.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Droits Réels / Propriété;ÉLEVÉ;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
toutes dispositions contraires et notamment :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- La loi du 1er juillet 1885 (19 ramadan 1302) sur la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriété foncière telle qu'elle a été modifiée ou complétée par;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les textes subséquents; à l'exception des articles 55; 55 bis et 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ter; visés au code de procédure civile et commerciale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- Le décret du 28 juin 1886 (26 ramadan 1303) sur la mise à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exécution de la loi sur la propriété foncière sur toute l'étendue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de la régence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- Le décret d""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_3;droits_reels;article;3;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
droits réels; relatives au partage des biens héréditaires; sont;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
applicables aux successions non encore liquidées avant l'entrée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
en vigueur dudit code; sauf si le litige est pendant devant la cour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d'appel ou la cour de cassation.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_4;droits_reels;article;4;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-févr-64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-févr-64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20 février 1964 (7 chaoual 1383); relatif à l'immatriculation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
foncière obligatoire; tel qu'il a été ratifié par la loi n° 64-3 du 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"avril 1964 (9 doul hijja 1383).""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_5;droits_reels;article;5;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
existants à la date de la présente loi; demeurent soumis à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
législation en vigueur à cette date.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ajouté en conformité avec le texte arabe.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lire : les articles 10 à 29… en conformité avec le texte arabe.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La présente loi sera publiée au Journal Officiel de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
République Tunisienne et exécutée comme loi de l'Etat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fait à Tunis; le 12 février 1965 (11 chaoual 1384);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Président de la République;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tunisienne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HABIB BOURGUIBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"L""";état tunisien;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_4;droits_reels;article;4;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
stipule que ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
stipule que :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
« Les vocables « directeur de la propriété foncière »;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
« conservateur de la propriété foncière » et «directeur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
régional de la propriété foncière » figurant dans le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présent code sont remplacés par le vocable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
« conservation de la propriété foncière » ».;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CODE DES DROITS REELS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIVRE PREMIER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DES DROITS REELS EN GENERAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titre Premier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Des biens en général;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Article Premier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Les biens sont toutes choses qui ne sont pas hors du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"commerce par leur nature ou """;Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chapitre Premier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Des immeubles""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_3;droits_reels;article;3;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dommages.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_4;droits_reels;article;4;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"destination ou par l'objet auquel ils s'appliquent.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_5;droits_reels;article;5;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"et les plantes tant qu'elles ne sont pas détachées du sol.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_6;droits_reels;article;6;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qui font partie intégrante du fonds ou du bâtiment auxquels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"elles sont attachées.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_7;droits_reels;article;7;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cueillis sont également immeubles. Dès que les épis sont coupés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et les fruits détachés; quoique non enlevés; ils deviennent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"meubles.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_8;droits_reels;article;8;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lorsqu'ils sont coupés.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_9;droits_reels;article;9;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
autres objets que le propriétaire du fonds a placés pour le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"service et l'exploitation de ce fonds.""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_10;droits_reels;article;10;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriétaire attache à son fonds de telle sorte qu'on ne saurait;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les en détacher sans les détériorer; ou sans détériorer la partie du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonds à laquelle ils sont attachés.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"12""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_11;droits_reels;article;11;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"réels immobiliers et les actions fondées sur ces droits.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_12;droits_reels;article;12;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- l'enzel; le kirdar; la rente d'enzel et la rente du kirdar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- l'usufruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- le droit d'usage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- le droit d'habitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- l'emphytéose;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chapitre II;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Des meubles""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_13;droits_reels;article;13;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"détermination de la loi.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_14;droits_reels;article;14;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d'un lieu à un autre; soit par eux-mêmes; soit par l'effet d'une;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
force étrangère.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"13""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_15;droits_reels;article;15;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
droits réels et les actions portant sur des meubles ainsi que les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parts sociales; les actions et les obligations émises par toutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sociétés; encore que ces sociétés soient propriétaires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d'immeubles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chapitre III;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Des biens de l'Etat et des collectivités locales""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_16;droits_reels;article;16;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
privé de l'Etat et des collectivités locales sont soumis aux règles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qui leur sont particulières.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titre Deuxième;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Du droit de propriété""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_17;droits_reels;article;17;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sa chose;" d'en jouir et d'en disposer.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_18;droits_reels;article;18;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
conventionnelle contraire;" la propriété du dessus et du dessous.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_19;droits_reels;article;19;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de cette chose et à ce qui s'y incorpore; sauf disposition légale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ou conventionnelle contraire.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"14""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_20;droits_reels;article;20;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cas prévus par la loi et moyennant une juste indemnité.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_21;droits_reels;article;21;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
conformer aux lois relatives à l'intérêt général ou à l'intérêt des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
particuliers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sous-Titre Premier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Des modes d'acquisition de la propriété""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_22;droits_reels;article;22;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
accession et par l'effet de la loi. La propriété des meubles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s'acquiert; en outre; par occupation.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chapitre Premier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"De l'occupation""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_23;droits_reels;article;23;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l'Etat.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_24;droits_reels;article;24;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
maître avec l'intention de se l'approprier en acquiert la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriété.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le meuble devient vacant et sans maître lorsque son;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriétaire l'abandonne avec l'intention de renoncer à sa propriété.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"15""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_25;droits_reels;article;25;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
établie au profit de personne; appartient pour trois cinquièmes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
au propriétaire du bien où a été découvert ce trésor ou cette;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chose; pour un cinquième à celui qui l'a découvert et pour un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cinquième à l'Etat.""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_26;droits_reels;article;26;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
terrestres et maritimes et des antiquités est régie par des lois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
particulières.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chapitre II;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"De l'accession""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_27;droits_reels;article;27;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
